Rep Detail Report: Lauren Smith,,,,,,,,,,,,,,
Generated: 2025-12-18 06:44:57,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
SUMMARY METRICS,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Total Accounts (after alignment):,Total 2024 Revenue: ,Total 2025 Revenue:,Accounts Removed (Floor):,Revenue Removed (Floor): ,Final Accounts (Keeping):,Final Revenue (Keeping):,Zero Revenue Accounts:,Zero Revenue New 2025 Accounts: ,,,,,,
214,1678063.5,1623756.33,69,32013.52,145,1591742.81,58,0,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
BREAKDOWN BY SEGMENT,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
,Accounts,Revenue,Removed,,,,,,,,,,
Group 1 High Potential: ,22,847817.29,0,,,,,,,,,,
Group 2 Medium Potential: ,50,362619.77,0,,,,,,,,,,
Group 2 High Potential: ,22,191065.0,0,,,,,,,,,,
Group 1 Medium Potential: ,7,167257.06,0,,,,,,,,,,
Group 3 Medium Potential: ,38,43782.96,27,,,,,,,,,,
Group 3 High Potential: ,7,6727.05,1,,,,,,,,,,
Group 3 Low Potential: ,68,4487.2,41,,,,,,,,,,
Totals,214,1623756.33,69,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
GROUP 1 (HIGH REVENUE) - KEEPING: 29 accounts | 1015074.35 revenue,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Account_ID,Account_Name,Segment,Sub_Segment,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Revenue_Tier,Potential_Tier,Segment_Label,Customer_Since_Date,Is_New_2025,Composite_Score,Floor_Removed
1013224,Sharon Ryan Design,RETAIL,SINGLE_LOCATION,5436.0,10068.6,4,5,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/3/2020,FALSE,66.6,FALSE
1005675,Suzanne Perilli Designs,DESIGN,DESIGN_FIRM,21173.65,9615.7,15,7,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/5/2020,FALSE,64.9,FALSE
1015810,"Kathleen L. Penney Interiors, Inc.",DESIGN,DESIGN_FIRM,13704.8,9480.0,12,11,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,4/7/2020,FALSE,70.1,FALSE
1000540,Diane Bishop Interiors,DESIGN,DESIGN_FIRM,16383.51,9117.25,13,11,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,10/21/2019,FALSE,75.9,FALSE
1002300,Jennifer Hendrickson Interiors,DESIGN,DESIGN_FIRM,25115.96,9016.0,8,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,12/23/2019,FALSE,56.7,FALSE
1036760,Ville & Rue,RETAIL,SINGLE_LOCATION,0.0,8684.0,0,7,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,6/9/2025,TRUE,70.6,FALSE
1027485,Gish's Furniture,RETAIL,MULTIPLE_LOCATIONS,4167.0,8043.67,7,16,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,6/10/2024,FALSE,73.6,FALSE
1000288,David's Interiors,RETAIL,SINGLE_LOCATION,29068.6,7987.2,43,15,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,11/20/2019,FALSE,57.7,FALSE
1005071,Black Eyed Susan,DESIGN,DESIGN_FIRM,15495.55,7875.4,22,10,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,10/20/2019,FALSE,63.7,FALSE
1004457,House of L,DESIGN,DESIGN_FIRM,42346.2,7868.52,22,14,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,12/30/2019,FALSE,57.0,FALSE
1036016,David Lyall Home & Design,DESIGN,DESIGNER_INDEPENDENT,0.0,7586.5,0,1,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,2/6/2025,TRUE,48.5,FALSE
1035145,Ainsley Brookins Design,DESIGN,DESIGN_FIRM,4113.4,7437.0,3,8,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,10/31/2024,FALSE,65.5,FALSE
1015834,Fern.ish Home,RETAIL,SINGLE_LOCATION,19563.15,7388.5,34,19,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,4/13/2020,FALSE,65.4,FALSE
1009247,Olio Design (PA),DESIGN,DESIGN_FIRM,1450.5,7352.25,1,4,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,9/16/2020,FALSE,77.2,FALSE
1003901,"Posh Places, Inc.",RETAIL,SINGLE_LOCATION,2660.0,7169.0,8,12,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,3/15/2021,FALSE,72.6,FALSE
1011029,"Decoration Unlimited, Inc.",DESIGN,DESIGN_FIRM,8264.15,6991.0,2,3,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,1/23/2020,FALSE,57.6,FALSE
1011320,Cocalico Creek Home LLC,RETAIL,SINGLE_LOCATION,18671.0,6862.0,30,17,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/6/2020,FALSE,52.1,FALSE
