Rep Detail Report: Lorne Gardner,,,,,,,,,,,,,,
Generated: 2025-12-18 06:57:18,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
SUMMARY METRICS,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Total Accounts (after alignment):,Total 2024 Revenue: ,Total 2025 Revenue:,Accounts Removed (Floor):,Revenue Removed (Floor): ,Final Accounts (Keeping):,Final Revenue (Keeping):,Zero Revenue Accounts:,Zero Revenue New 2025 Accounts: ,,,,,,
268,737046.94,856235.45,148,46446.8,120,809788.65,140,11,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
BREAKDOWN BY SEGMENT,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
,Accounts,Revenue,Removed,,,,,,,,,,
Group 1 High Potential: ,10,327172.61,0,,,,,,,,,,
Group 2 Medium Potential: ,38,268521.12,0,,,,,,,,,,
Group 2 High Potential: ,15,126517.05,0,,,,,,,,,,
Group 1 Medium Potential: ,3,63310.93,0,,,,,,,,,,
Group 3 Medium Potential: ,44,46999.15,36,,,,,,,,,,
Group 2 Low Potential: ,2,10276.0,0,,,,,,,,,,
Group 3 High Potential: ,17,9322.04,2,,,,,,,,,,
Group 3 Low Potential: ,139,4116.55,110,,,,,,,,,,
Totals,268,856235.45,148,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
GROUP 1 (HIGH REVENUE) - KEEPING: 13 accounts | 390483.54 revenue,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Account_ID,Account_Name,Segment,Sub_Segment,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Revenue_Tier,Potential_Tier,Segment_Label,Customer_Since_Date,Is_New_2025,Composite_Score,Floor_Removed
1036204,COU carpets corp,RETAIL,SINGLE_LOCATION,0.0,300.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,2/24/2025,TRUE,36.9,FALSE
1011195,CLS Custom Upholsterers,RETAIL,SINGLE_LOCATION,230.0,245.0,1,1,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/13/2020,FALSE,34.2,FALSE
1010112,brassandburl.com,E-TAILER,SPECIALTY,1782.0,227.9,5,1,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/22/2020,FALSE,38.0,FALSE
1010338,"CR Wallauer and Co, Inc.",RETAIL,SINGLE_LOCATION,245.0,100.0,1,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,12/12/2019,FALSE,46.0,FALSE
1004328,The Things I Love,RETAIL,SINGLE_LOCATION,0.0,100.0,0,0,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,7/22/2020,FALSE,44.0,FALSE
1000370,David Tiftickjin And Sons,RETAIL,SINGLE_LOCATION,0.0,25.0,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,1/27/2020,FALSE,52.0,FALSE
1000737,Gill Carpet Of Southampton,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,7/1/2022,FALSE,0.0,FALSE
1000771,Lake Placid Rug and Home,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/25/2020,FALSE,0.0,FALSE
1005969,Westchester House and Home,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,5/14/2024,FALSE,0.0,FALSE
1003074,"Designers North Carpet, Inc.",RETAIL,SINGLE_LOCATION,3195.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/20/2020,FALSE,0.0,FALSE
1004061,Lillian August Corp.,RETAIL,SINGLE_LOCATION,1845.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,11/12/2020,FALSE,0.0,FALSE
1024617,The Hamptons Home by Mariana Montesdeoca,RETAIL,SINGLE_LOCATION,9810.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,8/3/2023,FALSE,0.0,FALSE
1010534,Spaces By Deborah Baum,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,1/29/2025,TRUE,20.6,FALSE
1007179,A-1 Interior Carpets,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/31/2020,FALSE,0.0,FALSE
1008324,"Marc Williams Interiors, Inc.",RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/2/2020,FALSE,0.0,FALSE
1007165,"Hammertown Barn, Inc.",RETAIL,SINGLE_LOCATION,860.0,0.0,2,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/3/2020,FALSE,0.0,FALSE
1006412,Just 4 The Home,RETAIL,SINGLE_LOCATION,442.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/17/2021,FALSE,0.0,FALSE
1006495,Silverwood Home and Gallery,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,8/15/2020,FALSE,0.0,FALSE
1007062,Carpet and Design Emporium,RETAIL,SINGLE_LOCATION,0.0,0.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/19/2025,TRUE,23.2,FALSE
1016298,Hudson Home (NY),RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,5/27/2020,FALSE,0.0,FALSE
1016913,Casa Chetta,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,9/21/2020,FALSE,0.0,FALSE
1018869,Ibo Interiors Corp dba peace + RIOT,RETAIL,SINGLE_LOCATION,150.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,9/13/2021,FALSE,0.0,FALSE
1019961,United Carpet Brokers inc,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,4/14/2022,FALSE,0.0,FALSE
1013277,Blinds and Beyond,RETAIL,SINGLE_LOCATION,310.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,11/18/2020,FALSE,0.0,FALSE
1011614,Sam Peter Furniture,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,10/24/2023,FALSE,0.0,FALSE
1014107,Zimmerman's Home,RETAIL,SINGLE_LOCATION,897.0,0.0,2,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/5/2019,FALSE,0.0,FALSE
1011382,"M Katz and Sons, Inc.",RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/30/2019,FALSE,0.0,FALSE
1036314,creative designs by sofia,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,3/6/2025,TRUE,20.5,FALSE
1022133,RAM DESIGN LLC,RETAIL,SINGLE_LOCATION,6830.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,6/28/2022,FALSE,0.0,FALSE
1020217,WELLSVILLE CARPET TOWN INC.,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,3/7/2022,FALSE,0.0,FALSE
1020141,ESK Corp Dinettes etc DBA Dinetc,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,9/20/2021,FALSE,0.0,FALSE
1035111,Leon Berry Inteiors,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,1/13/2025,TRUE,20.6,FALSE
1024788,Davis Furniture,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,6/22/2023,FALSE,0.0,FALSE
1028032,"Mastour Galleries, Inc",RETAIL,MULTIPLE_LOCATIONS,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,8/19/2024,FALSE,0.0,FALSE
1025817,Christine Lawrence/Infinite Decor,RETAIL,MULTIPLE_LOCATIONS,380.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,11/9/2023,FALSE,0.0,FALSE
1036462,Warehouse127 home,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/14/2025,TRUE,16.9,FALSE
1036139,Gina Ireland Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,4/21/2025,TRUE,17.4,FALSE
1035469,"United Carpet Brokers, Inc.",RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/25/2025,TRUE,17.1,FALSE
1036430,Top Rail Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,3/24/2025,TRUE,20.4,FALSE
1036613,Rita Godin Home LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,4/15/2025,TRUE,18.9,FALSE
1036456,NY Window Fashion,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,4/22/2025,TRUE,24.9,FALSE
1036774,Magdalena Keck Inc.,DESIGN,DESIGN_FIRM,0.0,0.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,4/21/2025,TRUE,18.9,FALSE
1010218,SS Lorne Gardner,INTERNAL,SALES_REP,0.0,-33.8,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,10/28/2019,FALSE,0.0,FALSE
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
GROUP 3 (LOW REVENUE) - LOSING (FLOOR REMOVED): 148 accounts | 46446.80 revenue,,,,,,,,,,,,,,
(DESIGN segment + Not new in 2025),,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Account_ID,Account_Name,Segment,Sub_Segment,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Revenue_Tier,Potential_Tier,Segment_Label,Customer_Since_Date,Is_New_2025,Composite_Score,Floor_Removed
1027379,Decor Fabrics & Design/Recovery Caboose LLC,DESIGN,DESIGN_FIRM,0.0,2455.0,0,2,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,6/28/2024,FALSE,60.8,TRUE
1010289,Solex Design - Decorating Den,DESIGN,DESIGNER_INDEPENDENT,4654.0,2341.0,3,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,9/19/2019,FALSE,51.6,TRUE
1010805,North Shore Interiors,DESIGN,DESIGN_FIRM,471.0,2312.0,1,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,2/10/2020,FALSE,66.1,TRUE
1012930,Accentuations By Design,DESIGN,DESIGN_FIRM,75.0,2230.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,12/29/2019,FALSE,76.8,TRUE
1026992,Terry Mainord Design,DESIGN,DESIGNER_INDEPENDENT,7501.0,2185.0,2,4,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,5/21/2024,FALSE,42.6,TRUE
1010376,Milton Interiors - Decorating Den,DESIGN,DESIGNER_INDEPENDENT,5092.5,2021.5,6,4,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,1/14/2020,FALSE,50.6,TRUE
1035201,Francis Interiors,DESIGN,DESIGN_FIRM,0.0,1985.0,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,11/4/2024,FALSE,42.7,TRUE
1000936,Piazza Di Cappa,DESIGN,DESIGN_FIRM,6576.2,1879.0,17,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,11/1/2019,FALSE,50.1,TRUE
1007744,"Meg Klamm Interior Decoration, Inc.",DESIGN,DESIGN_FIRM,25.0,1788.0,0,4,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/30/2020,FALSE,71.3,TRUE
1013874,Marisa Orlich Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,1711.0,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,12/4/2021,FALSE,47.2,TRUE
1006019,Giovanni Naso,DESIGN,DESIGN_FIRM,1496.0,1640.0,3,4,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,2/5/2020,FALSE,52.2,TRUE
1003322,Courtney Blanton,DESIGN,DESIGNER_INDEPENDENT,0.0,1623.5,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,1/15/2020,FALSE,44.5,TRUE
1011996,House to Home Interiors,DESIGN,DESIGN_FIRM,683.5,1621.0,4,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,10/22/2019,FALSE,60.8,TRUE
1010828,Horseshoe Harbor Design,DESIGN,DESIGN_FIRM,0.0,1613.0,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,1/15/2020,FALSE,55.0,TRUE
1009084,Jennifer Scully Designs,DESIGN,DESIGNER_INDEPENDENT,1381.5,1609.0,2,4,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,6/30/2020,FALSE,55.5,TRUE
1019998,Barbara Rose Designs,DESIGN,DESIGN_FIRM,1782.0,1440.5,2,4,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,4/18/2022,FALSE,49.3,TRUE
1010428,"Marcie Gorsline Designs, Ltd",DESIGN,DESIGN_FIRM,14322.0,1435.0,9,2,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,3/15/2021,FALSE,47.8,TRUE
1011187,Design Concept - Decorating Den,DESIGN,DESIGNER_INDEPENDENT,0.0,1275.0,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,9/2/2021,FALSE,54.9,TRUE
1008883,"Amal Kapen Interiors, LLC",DESIGN,DESIGNER_INDEPENDENT,1569.5,1259.0,2,2,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/30/2020,FALSE,36.5,TRUE
1019519,"Interiors X Design, Inc.",DESIGN,DESIGNER_INDEPENDENT,0.0,1132.75,0,2,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,6/11/2021,FALSE,52.1,TRUE
1023963,Savvy Style Interiors,DESIGN,DESIGNER_INDEPENDENT,1018.0,1110.0,2,2,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,3/10/2023,FALSE,49.1,TRUE
1010054,AMW dba Design Associates,DESIGN,DESIGN_FIRM,2163.1,1025.0,4,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,5/29/2019,FALSE,42.5,TRUE
1007036,360 Design,DESIGN,DESIGNER_INDEPENDENT,0.0,979.0,0,3,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,2/2/2021,FALSE,69.0,TRUE
1008439,"Evolved Interiors and Design Showroom, LLC",DESIGN,DESIGN_FIRM,0.0,740.0,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,10/16/2020,FALSE,54.5,TRUE
1005502,"KHI, Inc.",DESIGN,DESIGN_FIRM,400.0,729.0,2,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,3/19/2020,FALSE,59.7,TRUE
1005873,Twice As Nice Interiors,DESIGN,DESIGN_FIRM,3133.0,725.0,3,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,1/15/2020,FALSE,42.0,TRUE
1019955,The Lewis Design Group LLC,DESIGN,DESIGN_FIRM,0.0,690.0,0,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,8/10/2021,FALSE,41.5,TRUE
1020436,Diane Marks Design Inc,DESIGN,DESIGNER_INDEPENDENT,0.0,640.5,0,3,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,2/24/2023,FALSE,62.2,TRUE
1001401,Saratoga Signature Interiors,DESIGN,DESIGN_FIRM,4700.0,573.35,3,1,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,10/27/2020,FALSE,37.2,TRUE
1010067,ALX Interiors,DESIGN,DESIGN_FIRM,2105.0,565.0,3,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,1/27/2020,FALSE,43.5,TRUE
1012024,Sacco Carpet Corp,DESIGN,DESIGN_FIRM,1855.0,470.0,2,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,2/5/2020,FALSE,43.3,TRUE
1023939,Demeter Home,DESIGN,DESIGN_FIRM,4036.5,459.2,8,1,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,3/29/2023,FALSE,37.7,TRUE
1007038,"Eva's Decorators, LLC",DESIGN,DESIGN_FIRM,1381.0,385.0,2,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,10/14/2020,FALSE,41.3,TRUE
1014628,Inspired Interiors (NY),DESIGN,DESIGNER_INDEPENDENT,3236.48,370.9,3,4,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,1/16/2020,FALSE,45.2,TRUE
1018085,SRC Interiors,DESIGN,DESIGNER_INDEPENDENT,6410.0,265.0,1,2,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/3/2020,FALSE,35.1,TRUE
1019575,Ashley Manfred LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,250.0,0,0,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,6/10/2021,FALSE,58.4,TRUE
1014528,Evergreen House Interiors,DESIGN,DESIGN_FIRM,0.0,240.0,0,2,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,10/2/2023,FALSE,50.1,TRUE
1010122,"MDA Design, Ltd.",DESIGN,DESIGN_FIRM,11329.5,175.0,5,1,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,2/28/2023,FALSE,61.2,TRUE
1014814,Adam Cassino Design,DESIGN,DESIGNER_INDEPENDENT,0.0,100.0,0,0,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,2/20/2020,FALSE,50.4,TRUE
1016188,design partner,DESIGN,DESIGN_FIRM,0.0,100.0,1,0,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,5/7/2020,FALSE,44.2,TRUE
1003390,Francis Macleod,DESIGN,DESIGNER_INDEPENDENT,1187.0,88.2,3,2,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,6/13/2020,FALSE,40.3,TRUE
1008580,A Cottage In The City,DESIGN,DESIGN_FIRM,0.0,78.0,0,1,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,5/14/2022,FALSE,39.7,TRUE
1006320,SKI Designs LLC dba Sophia Home,DESIGN,DESIGN_FIRM,0.0,75.0,0,0,LOW_REVENUE,MID_POTENTIAL,Group 3 Medium Potential,3/17/2021,FALSE,50.9,TRUE
1020822,Spaciality Inc,DESIGN,DESIGN_FIRM,0.0,57.4,0,1,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/7/2021,FALSE,35.6,TRUE
1001689,In2 Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/25/2020,FALSE,0.0,TRUE
1002745,Jane Mogel Interior Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,8/21/2023,FALSE,0.0,TRUE
1001084,"Ajw Ventures, Inc",DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,11/22/2019,FALSE,0.0,TRUE
1001425,Elizabeth Hill Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,3/14/2023,FALSE,0.0,TRUE
1003484,Contents For The Home,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,10/21/2019,FALSE,0.0,TRUE
1003649,Kp Interiors Ny,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,7/28/2020,FALSE,0.0,TRUE
1004189,"Dream Interiors, NY LLC",DESIGN,DESIGNER_INDEPENDENT,89.1,0.0,3,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/5/2019,FALSE,0.0,TRUE
1004214,Wilson Mita Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,3/24/2022,FALSE,0.0,TRUE
1006145,Chango and Co.,DESIGN,DESIGN_FIRM,44.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/28/2020,FALSE,0.0,TRUE
1006074,Alison Friedricks Interiors,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/16/2019,FALSE,0.0,TRUE
1005045,"Pravato Designs, LLC",DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,4/8/2022,FALSE,0.0,TRUE
1004285,Deborah Berke Partners,DESIGN,DESIGN_FIRM,75.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/16/2020,FALSE,0.0,TRUE
1009508,"Libby Interiors, Inc.",DESIGN,DESIGN_FIRM,2022.5,0.0,3,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,4/2/2020,FALSE,0.0,TRUE
1010834,CJR Shop,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,10/18/2022,FALSE,0.0,TRUE
1010877,Antara Retail Services,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,8/6/2024,FALSE,0.0,TRUE
1010843,Mercer Interior,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/9/2020,FALSE,0.0,TRUE
1011127,"Vintage Interior Design, Inc.",DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,9/14/2020,FALSE,0.0,TRUE
1011162,Shutter & Shade Source @Lanera,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,4/19/2021,FALSE,0.0,TRUE
1011218,AMI Design,DESIGN,DESIGN_FIRM,1126.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/3/2020,FALSE,0.0,TRUE
1011338,Orley Interiors,DESIGN,DESIGNER_INDEPENDENT,4609.32,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,4/22/2020,FALSE,0.0,TRUE
1010960,JR Cattington Interiors,DESIGN,DESIGN_FIRM,62.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/19/2019,FALSE,0.0,TRUE
1010986,SH Davidson Interiors,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,4/16/2024,FALSE,0.0,TRUE
1011002,Crosstown Shade and Glass,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/16/2020,FALSE,0.0,TRUE
1010912,"Michelle Burton Interiors 1, Inc.",DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/21/2020,FALSE,0.0,TRUE
1010655,"La Perouse Interiors, Inc.",DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,7/9/2021,FALSE,0.0,TRUE
1010772,Design House of the Hampton's,DESIGN,DESIGN_FIRM,4770.0,0.0,2,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/2/2020,FALSE,0.0,TRUE
1010320,Lauren Daniels Home Fashions,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/10/2019,FALSE,0.0,TRUE
1010396,S and S Interiors,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/5/2019,FALSE,0.0,TRUE
1009019,Naomi Weinstein Interiors,DESIGN,DESIGNER_INDEPENDENT,464.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/9/2020,FALSE,0.0,TRUE
1008846,Styled Pretty,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,1/27/2021,FALSE,0.0,TRUE
1008169,JLS Associates,DESIGN,DESIGNER_INDEPENDENT,1390.0,0.0,2,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,4/3/2020,FALSE,0.0,TRUE
1007616,Spindel Studio,DESIGN,DESIGNER_INDEPENDENT,1715.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/3/2021,FALSE,0.0,TRUE
1010239,"Sensory Six, LLC",DESIGN,DESIGNER_INDEPENDENT,1125.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,5/27/2020,FALSE,0.0,TRUE
1010131,Lola Tucker Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,4/14/2020,FALSE,0.0,TRUE
1010023,Bridget Curran Interiors and Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/8/2021,FALSE,0.0,TRUE
1008545,Lisa Frantz Interiors,DESIGN,DESIGNER_INDEPENDENT,1080.0,0.0,1,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/11/2019,FALSE,0.0,TRUE
1006366,Renae Cohen,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,6/15/2022,FALSE,0.0,TRUE
1007088,Nikibi Studio and Design,DESIGN,DESIGN_FIRM,1043.0,0.0,3,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,9/10/2020,FALSE,0.0,TRUE
1007329,Adams Interior Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,2/18/2020,FALSE,0.0,TRUE
